gene_id	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
MFD01231.bin.1.34.R1.cmag_contig_3_728	MFD01231.bin.1.34.R1.cmag	contig_3	728	881189	881566	1	C	dap:Dacet_0364	K02935	dap:Dacet_0364 (ko:K02935)  ribosomal protein L7/L12	False	0.597	143.0	9.729e-37								Ribosomal protein L7/L12 C-terminal domain [PF00542.23]; Ribosomal protein L7/L12 dimerisation domain [PF16320.9]					0
MFD01231.bin.1.34.R1.cmag_contig_3_729	MFD01231.bin.1.34.R1.cmag	contig_3	729	881629	881907	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_730	MFD01231.bin.1.34.R1.cmag	contig_3	730	882111	882845	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_731	MFD01231.bin.1.34.R1.cmag	contig_3	731	882847	883218	1	D															Septum formation initiator [PF04977.19]					0
MFD01231.bin.1.34.R1.cmag_contig_3_732	MFD01231.bin.1.34.R1.cmag	contig_3	732	883431	883835	1	C	aaut:ACETAC_01180	K07571	aaut:ACETAC_01180 (ko:K07571)  RNA-binding protein S1	False	0.423	101.0	3.5869999999999994e-22								S1 RNA binding domain [PF00575.27]					0
MFD01231.bin.1.34.R1.cmag_contig_3_733	MFD01231.bin.1.34.R1.cmag	contig_3	733	883882	884370	1	C	mox:DAMO_1375	K08999	mox:DAMO_1375 (ko:K08999)  conserved protein of unknown function	False	0.54	166.0	4.1000000000000004e-44								Bifunctional nuclease domain [PF02577.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_734	MFD01231.bin.1.34.R1.cmag	contig_3	734	885027	885791	1	C	dep:AOP6_0132	K02108	dep:AOP6_0132 (ko:K02108)  atpB; ATP synthase subunit a	False	0.402	157.0	1.541e-39								ATP synthase A chain [PF00119.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_735	MFD01231.bin.1.34.R1.cmag	contig_3	735	885817	886209	1	C	geo:Geob_0457	K02110	geo:Geob_0457 (ko:K02110)  atpE; ATP synthase F0, C subunit	False	0.563	91.0	8.079e-19													0
MFD01231.bin.1.34.R1.cmag_contig_3_736	MFD01231.bin.1.34.R1.cmag	contig_3	736	886228	886722	1	C	vnk:VEIT17_15080	K02109	vnk:VEIT17_15080 (ko:K02109)  ATP synthase subunit B	False	0.325	86.0	1.722e-16								ATP synthase B/B' CF(0) [PF00430.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_737	MFD01231.bin.1.34.R1.cmag	contig_3	737	886777	887316	1	C	cthm:CFE_0348	K02113	cthm:CFE_0348 (ko:K02113)  ATP synthase F1 subcomplex delta subunit	False	0.376	115.0	3.4750000000000005e-26								ATP synthase delta (OSCP) subunit [PF00213.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_738	MFD01231.bin.1.34.R1.cmag	contig_3	738	887366	888880	1	A	chy:CHY_2547	K02111	chy:CHY_2547 (ko:K02111)  atpA; ATP synthase F1, alpha subunit	True	0.707	710.0	5.879e-226								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.29]; ATP synthase alpha/beta chain, C terminal domain [PF00306.31]; Photosystem I psaA/psaB protein [PF00223.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_739	MFD01231.bin.1.34.R1.cmag	contig_3	739	888884	889753	1	C	mox:DAMO_2963	K02115	mox:DAMO_2963 (ko:K02115)  atpG; ATP synthase subunit gamma, membrane-bound, F1 sector	False	0.472	250.0	8.827000000000001e-71								ATP synthase [PF00231.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_740	MFD01231.bin.1.34.R1.cmag	contig_3	740	889794	891203	1	A	tfr:BR63_12425	K02112	tfr:BR63_12425 (ko:K02112)  atpD; F0F1 ATP synthase subunit beta	True	0.733	683.0	1.783e-217								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.29]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.27]					0
MFD01231.bin.1.34.R1.cmag_contig_3_741	MFD01231.bin.1.34.R1.cmag	contig_3	741	891225	891650	1	C	dru:Desru_3687	K02114	dru:Desru_3687 (ko:K02114)  ATP synthase F1, epsilon subunit	False	0.47	114.0	1.451e-26								ATP synthase, Delta/Epsilon chain, beta-sandwich domain [PF02823.20]; ATP synthase, Delta/Epsilon chain, long alpha-helix domain [PF00401.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_742	MFD01231.bin.1.34.R1.cmag	contig_3	742	891686	892204	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_743	MFD01231.bin.1.34.R1.cmag	contig_3	743	892310	893020	1	C	mpaf:R5R33_11050		mpaf:R5R33_11050 ()  DUF6515 family protein	False	0.587	69.0	9.244e-10								Family of unknown function (DUF6515) [PF20125.3]					0
MFD01231.bin.1.34.R1.cmag_contig_3_744	MFD01231.bin.1.34.R1.cmag	contig_3	744	893039	893980	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_745	MFD01231.bin.1.34.R1.cmag	contig_3	745	894124	894870	1	C	jet:L3J17_13535		jet:L3J17_13535 ()  tetratricopeptide repeat protein	False	0.352	112.0	3.104e-24								Tetratricopeptide repeat [PF13429.10]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.11]; MalT-like TPR region [PF17874.5]; TPR repeat [PF13414.10]; Tetratricopeptide repeat [PF13432.10]; Tetratricopeptide repeat [PF14559.10]; Tetratricopeptide repeat [PF13424.10]; Coatomer epsilon subunit [PF04733.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_746	MFD01231.bin.1.34.R1.cmag	contig_3	746	894883	895533	1	C	nio:NITINOP_0162	K01247	nio:NITINOP_0162 (ko:K01247)  alkA; DNA-3-methyladenine glycosylase	False	0.504	192.0	5.169e-52								HhH-GPD superfamily base excision DNA repair protein [PF00730.29]					0
MFD01231.bin.1.34.R1.cmag_contig_3_747	MFD01231.bin.1.34.R1.cmag	contig_3	747	895553	896395	1	C	mcos:GM418_00330		mcos:GM418_00330 ()  MBL fold metallo-hydrolase	False	0.385	154.0	3.32e-38								Metallo-beta-lactamase superfamily [PF00753.31]; Beta-lactamase superfamily domain [PF12706.11]					0
MFD01231.bin.1.34.R1.cmag_contig_3_748	MFD01231.bin.1.34.R1.cmag	contig_3	748	896486	897511	1	C	fva:FV113G1_19170		fva:FV113G1_19170 ()  hypothetical protein	False	0.373	171.0	3.736e-43													0
MFD01231.bin.1.34.R1.cmag_contig_3_749	MFD01231.bin.1.34.R1.cmag	contig_3	749	897508	898926	1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_750	MFD01231.bin.1.34.R1.cmag	contig_3	750	899037	901178	-1	C	kbs:EPA93_10290		kbs:EPA93_10290 ()  glycosyltransferase family 39 protein	False	0.351	398.0	3.412e-115								Dolichyl-phosphate-mannose-protein mannosyltransferase [PF13231.10]	GT83	GT83 undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase (EC 2.4.2.43); dodecaprenyl phosphate-beta-galacturonic acid: lipopolysaccharide core alpha-galacturonosyl transferase (EC 2.4.1.-)	2.4.2.43	GT83.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_751	MFD01231.bin.1.34.R1.cmag	contig_3	751	901238	902077	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_752	MFD01231.bin.1.34.R1.cmag	contig_3	752	902440	902949	1	C	aory:AMOR_19030		aory:AMOR_19030 ()  hypothetical protein	False	0.462	131.0	8.219e-32													0
MFD01231.bin.1.34.R1.cmag_contig_3_753	MFD01231.bin.1.34.R1.cmag	contig_3	753	902976	903848	1	C	ttr:Tter_1685	K01151	ttr:Tter_1685 (ko:K01151)  apurinic endonuclease Apn1	False	0.425	207.0	4.536e-56								Xylose isomerase-like TIM barrel [PF01261.28]					0
MFD01231.bin.1.34.R1.cmag_contig_3_754	MFD01231.bin.1.34.R1.cmag	contig_3	754	903984	906869	1	C	dvm:DvMF_0669		dvm:DvMF_0669 ()  hypothetical protein	False	0.276	283.0	1.8350000000000002e-74								Sortilin, neurotensin receptor 3, [PF15902.9]; Photosynthesis system II assembly factor YCF48 [PF14870.10]; BNR repeat-like domain [PF13088.10]	GH74	GH74 endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151)	3.2.1.150,3.2.1.151,3.2.1.4	GH74.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_755	MFD01231.bin.1.34.R1.cmag	contig_3	755	907044	908750	1	A	cazo:G3A45_06850		cazo:G3A45_06850 ()  hypothetical protein	True	0.555	595.0	6.207e-185								Trehalase [PF01204.22]; Glycosyl hydrolase family 63 C-terminal domain [PF03200.20]	GH63	GH63 processing alpha-glucosidase (EC 3.2.1.106); alpha-1,3-glucosidase (EC 3.2.1.84); alpha-glucosidase (EC 3.2.1.20); mannosylglycerate alpha-mannosidase / mannosylglycerate hydrolase (EC 3.2.1.170); glucosylglycerate hydrolase (EC 3.2.1.208)	3.2.1.106,3.2.1.170,3.2.1.20,3.2.1.208,3.2.1.84	GH63.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_756	MFD01231.bin.1.34.R1.cmag	contig_3	756	908776	911661	-1	A	palb:EJC50_17955	K01190	palb:EJC50_17955 (ko:K01190)  hypothetical protein	True	0.446	769.0	1.7399999999999998e-238								Glycosyl hydrolases family 2, TIM barrel domain [PF02836.21]; Glycosyl hydrolases family 2, sugar binding domain [PF02837.22]; Glycosyl hydrolases family 2 [PF00703.25]; Cellulase (glycosyl hydrolase family 5) [PF00150.22]	GH2	GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146); beta-glucosidase (EC 3.2.1.21); beta-galacturonidase RGII specific (EC 3.2.1.-); glycyrrhizin beta-glucuronidase (EC 3.2.1.128)	3.2.1.128,3.2.1.146,3.2.1.152,3.2.1.165,3.2.1.185,3.2.1.21,3.2.1.23,3.2.1.25,3.2.1.31,3.2.1.37,3.2.1.55,3.2.1.-,3.2.1.52	GH2.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_757	MFD01231.bin.1.34.R1.cmag	contig_3	757	911703	912041	-1	C	vbc:C5Q97_08305		vbc:C5Q97_08305 ()  hypothetical protein	False	0.377	72.0	2.779e-12													0
MFD01231.bin.1.34.R1.cmag_contig_3_758	MFD01231.bin.1.34.R1.cmag	contig_3	758	912038	912412	-1	C	stha:NCTC11429_04463	K03297	stha:NCTC11429_04463 (ko:K03297)  Membrane transporters of cations and cationic drugs	False	0.457	81.0	1.684e-15													0
MFD01231.bin.1.34.R1.cmag_contig_3_759	MFD01231.bin.1.34.R1.cmag	contig_3	759	912595	915261	1	A	rrs:RoseRS_2735	K05989	rrs:RoseRS_2735 (ko:K05989)  alpha-L-rhamnosidase	True	0.637	1110.0	0.0								Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain [PF17389.6]; Alpha-L-rhamnosidase N-terminal domain [PF08531.14]; Bacterial alpha-L-rhamnosidase concanavalin-like domain [PF05592.15]; Bacterial alpha-L-rhamnosidase C-terminal domain [PF17390.6]	GH78; CBM67	CBM67 Fujimoto et al. [PMID : 23486481] disclosed the L-rhamnose binding activity and 3-D structure of the CBM67 of Streptomyces avermitilis alpha-L-rhamnosidase (SaRha78A);; GH78 alpha-L-rhamnosidase (EC 3.2.1.40); rhamnogalacturonan alpha-L-rhamnohydrolase (EC 3.2.1.174); L-Rhap-alpha-1,3-D-Apif -specific alpha-1,3-L-rhamnosidase (EC 3.2.1.-)	3.2.1.40; 3.2.1.174,3.2.1.40	GH78.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_760	MFD01231.bin.1.34.R1.cmag	contig_3	760	915277	915984	1	C	cari:FNU76_06035		cari:FNU76_06035 ()  class I SAM-dependent methyltransferase	False	0.727	335.0	2.739e-101								Methyltransferase domain [PF13489.10]; Methyltransferase domain [PF08241.16]; ubiE/COQ5 methyltransferase family [PF01209.22]; Methyltransferase domain [PF13847.10]; Methyltransferase domain [PF13649.10]; Tellurite resistance protein TehB [PF03848.18]; Methyltransferase domain [PF08242.16]; Protein of unknown function (DUF1698) [PF08003.15]; Nodulation protein S (NodS) [PF05401.15]; Methyltransferase small domain [PF05175.18]; Methionine biosynthesis protein MetW [PF07021.16]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.17]; Mycolic acid cyclopropane synthetase [PF02353.24]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_761	MFD01231.bin.1.34.R1.cmag	contig_3	761	916032	917960	1	A	pbas:SMSP2_01853	K01192	pbas:SMSP2_01853 (ko:K01192)  ebgA_2; Evolved beta-galactosidase subunit alpha	True	0.514	613.0	4.932e-190								Glycosyl hydrolases family 2, TIM barrel domain [PF02836.21]; Glycosyl hydrolases family 2, sugar binding domain [PF02837.22]	GH2	GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146); beta-glucosidase (EC 3.2.1.21); beta-galacturonidase RGII specific (EC 3.2.1.-); glycyrrhizin beta-glucuronidase (EC 3.2.1.128)	3.2.1.128,3.2.1.146,3.2.1.152,3.2.1.165,3.2.1.185,3.2.1.21,3.2.1.23,3.2.1.25,3.2.1.31,3.2.1.37,3.2.1.55,3.2.1.-,3.2.1.52	GH2.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_762	MFD01231.bin.1.34.R1.cmag	contig_3	762	918001	919407	1	A	lne:FZC33_23095	K07406	lne:FZC33_23095 (ko:K07406)  alpha-glucosidase/alpha-galactosidase	True	0.452	381.0	6.489e-113								Family 4 glycosyl hydrolase [PF02056.20]; Family 4 glycosyl hydrolase C-terminal domain [PF11975.12]	GH4	GH4 maltose-6-phosphate glucosidase (EC 3.2.1.122); alpha-glucosidase (EC 3.2.1.20); alpha-galactosidase (EC 3.2.1.22); 6-phospho-beta-glucosidase (EC 3.2.1.86); alpha-glucuronidase (EC 3.2.1.139); alpha-galacturonase (EC 3.2.1.67); palatinase (EC 3.2.1.-)	3.2.1.122,3.2.1.139,3.2.1.20,3.2.1.22,3.2.1.67,3.2.1.86	GH4.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_763	MFD01231.bin.1.34.R1.cmag	contig_3	763	919609	920049	1	C	eha:Ethha_1131	K07491	eha:Ethha_1131 (ko:K07491)  transposase IS200-family protein	False	0.6	149.0	1.156e-38								Transposase IS200 like [PF01797.20]					0
MFD01231.bin.1.34.R1.cmag_contig_3_764	MFD01231.bin.1.34.R1.cmag	contig_3	764	920241	921122	1	C	bthg:MS2017_1869	K04095	bthg:MS2017_1869 (ko:K04095)  hypothetical protein	False	0.519	284.0	1.43e-82								Fic/DOC family [PF02661.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_765	MFD01231.bin.1.34.R1.cmag	contig_3	765	921526	922419	-1	C	hyz:AXW84_20285	K00852	hyz:AXW84_20285 (ko:K00852)  ribokinase	False	0.469	256.0	1.098e-72								pfkB family carbohydrate kinase [PF00294.28]; Phosphomethylpyrimidine kinase [PF08543.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_766	MFD01231.bin.1.34.R1.cmag	contig_3	766	922737	924089	1	A	ccz:CCALI_01772		ccz:CCALI_01772 ()  ADP-ribosylglycohydrolase	True	0.577	494.0	2.682e-152								ADP-ribosylglycohydrolase [PF03747.18]					0
MFD01231.bin.1.34.R1.cmag_contig_3_767	MFD01231.bin.1.34.R1.cmag	contig_3	767	924105	926579	1	A	vbc:C5Q97_07525	K01192	vbc:C5Q97_07525 (ko:K01192)  hypothetical protein	True	0.434	642.0	4.674e-197								Glycosyl hydrolases family 2, TIM barrel domain [PF02836.21]; Glycosyl hydrolases family 2, sugar binding domain [PF02837.22]; Glycosyl hydrolases family 2 [PF00703.25]	GH2	GH2 beta-galactosidase (EC 3.2.1.23) ; beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); alpha-L-arabinofuranosidase (EC 3.2.1.55); mannosylglycoprotein endo-beta-mannosidase (EC 3.2.1.152); exo-beta-glucosaminidase (EC 3.2.1.165); alpha-L-arabinopyranosidase (EC 3.2.1.-); beta-galacturonidase (EC 3.2.1.-); beta-xylosidase (EC 3.2.1.37); beta-D-galactofuranosidase (EC 3.2.1.146); beta-glucosidase (EC 3.2.1.21); beta-galacturonidase RGII specific (EC 3.2.1.-); glycyrrhizin beta-glucuronidase (EC 3.2.1.128)	3.2.1.128,3.2.1.146,3.2.1.152,3.2.1.165,3.2.1.185,3.2.1.21,3.2.1.23,3.2.1.25,3.2.1.31,3.2.1.37,3.2.1.55,3.2.1.-,3.2.1.52	GH2.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_768	MFD01231.bin.1.34.R1.cmag	contig_3	768	926597	927283	1	C	kqi:F1D05_09235		kqi:F1D05_09235 ()  hypothetical protein	False	0.343	104.0	1.5410000000000001e-21													0
MFD01231.bin.1.34.R1.cmag_contig_3_769	MFD01231.bin.1.34.R1.cmag	contig_3	769	927280	928149	1	C	apau:AMPC_21300		apau:AMPC_21300 ()  hypothetical protein	False	0.603	332.0	1.952e-99								AAA domain [PF13401.10]; Bacterial TniB protein [PF05621.15]					0
MFD01231.bin.1.34.R1.cmag_contig_3_770	MFD01231.bin.1.34.R1.cmag	contig_3	770	928190	928960	1	C	baco:OXB_0962	K03496	baco:OXB_0962 (ko:K03496)  sporulation initiation inhibitor protein soj	False	0.688	346.0	1.4199999999999998e-104								AAA domain [PF13614.10]; Cellulose biosynthesis protein BcsQ [PF06564.16]; NUBPL iron-transfer P-loop NTPase [PF10609.13]; VirC1 protein [PF07015.15]; ATPase MipZ [PF09140.15]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.27]; Anion-transporting ATPase [PF02374.19]; 4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family [PF00142.22]					0
MFD01231.bin.1.34.R1.cmag_contig_3_771	MFD01231.bin.1.34.R1.cmag	contig_3	771	928983	929852	1	C	toc:Toce_2275	K03497	toc:Toce_2275 (ko:K03497)  chromosome segregation DNA-binding protein	False	0.486	259.0	4.734e-74								ParB/Sulfiredoxin domain [PF02195.22]; HTH domain found in ParB protein [PF17762.5]					0
MFD01231.bin.1.34.R1.cmag_contig_3_772	MFD01231.bin.1.34.R1.cmag	contig_3	772	929849	930784	1	C	ote:Oter_2095		ote:Oter_2095 ()  alkyl hydroperoxide reductase/Thiol specific antioxidant/Mal allergen	False	0.451	138.0	3.771e-32								Redoxin [PF08534.14]; Thioredoxin-like [PF13905.10]; AhpC/TSA family [PF00578.25]; Thioredoxin [PF00085.24]; Thioredoxin-like domain [PF13098.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_773	MFD01231.bin.1.34.R1.cmag	contig_3	773	930818	931273	1	C	eac:EAL2_c00300	K11991	eac:EAL2_c00300 (ko:K11991)  tadA; tRNA-specific adenosine deaminase TadA	False	0.585	165.0	4.759e-44								MafB19-like deaminase [PF14437.10]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.27]; Bd3614-like deaminase [PF14439.10]; Invertebrate-AID/APOBEC-deaminase [PF18785.5]					0
MFD01231.bin.1.34.R1.cmag_contig_3_774	MFD01231.bin.1.34.R1.cmag	contig_3	774	931277	933262	1	A	flc:KJS93_17875		flc:KJS93_17875 ()  hypothetical protein	True	0.412	471.0	9.799e-141													0
MFD01231.bin.1.34.R1.cmag_contig_3_775	MFD01231.bin.1.34.R1.cmag	contig_3	775	933299	934573	1	C	vpy:HZI73_21615		vpy:HZI73_21615 ()  hypothetical protein	False	0.412	299.0	1.527e-85													0
MFD01231.bin.1.34.R1.cmag_contig_3_776	MFD01231.bin.1.34.R1.cmag	contig_3	776	934988	935836	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_777	MFD01231.bin.1.34.R1.cmag	contig_3	777	935970	936206	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_778	MFD01231.bin.1.34.R1.cmag	contig_3	778	936304	936891	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_779	MFD01231.bin.1.34.R1.cmag	contig_3	779	936998	937705	-1	C	alus:STSP2_03427		alus:STSP2_03427 ()  PAP2 superfamily protein	False	0.312	95.0	1.673e-18								PAP2 superfamily [PF01569.25]					0
MFD01231.bin.1.34.R1.cmag_contig_3_780	MFD01231.bin.1.34.R1.cmag	contig_3	780	937752	939359	-1	D															FlgD Ig-like domain [PF13860.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_781	MFD01231.bin.1.34.R1.cmag	contig_3	781	939496	940809	-1	C	nja:NSJP_3850	K09859	nja:NSJP_3850 (ko:K09859)  conserved protein of unknown function	False	0.336	233.0	5.968000000000001e-63													0
MFD01231.bin.1.34.R1.cmag_contig_3_782	MFD01231.bin.1.34.R1.cmag	contig_3	782	940817	941419	-1	C	nja:NSJP_3851	K07337	nja:NSJP_3851 (ko:K07337)  conserved protein of unknown function	False	0.607	216.0	8.866e-61								Peptidoglycan-synthase activator LpoB [PF13036.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_783	MFD01231.bin.1.34.R1.cmag	contig_3	783	941458	942021	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_784	MFD01231.bin.1.34.R1.cmag	contig_3	784	942043	942567	-1	E																				0
MFD01231.bin.1.34.R1.cmag_contig_3_785	MFD01231.bin.1.34.R1.cmag	contig_3	785	942592	943584	-1	C	chlo:J8C02_13305		chlo:J8C02_13305 ()  tetratricopeptide repeat protein	False	0.278	66.0	1.963e-08								Tetratricopeptide repeat [PF13424.10]					0
MFD01231.bin.1.34.R1.cmag_contig_3_786	MFD01231.bin.1.34.R1.cmag	contig_3	786	943626	944225	-1	C	gfe:Gferi_26110		gfe:Gferi_26110 ()  RNA polymerase subunit sigma-24	False	0.385	123.0	1.381e-28								ECF sigma factor [PF07638.15]; Sigma-70 region 2 [PF04542.18]; Sigma-70, region 4 [PF08281.16]					0
MFD01231.bin.1.34.R1.cmag_contig_3_787	MFD01231.bin.1.34.R1.cmag	contig_3	787	944413	945147	1	C	run:DR864_12790	K02564	run:DR864_12790 (ko:K02564)  glucosamine-6-phosphate deaminase	False	0.617	296.0	1.426e-87								Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase [PF01182.24]					0
MFD01231.bin.1.34.R1.cmag_contig_3_788	MFD01231.bin.1.34.R1.cmag	contig_3	788	945144	946046	1	C	vbc:C5Q97_19690	K01443	vbc:C5Q97_19690 (ko:K01443)  N-acetylglucosamine-6-phosphate deacetylase	False	0.464	256.0	1.237e-72	MER0092445	M38	MER0092445 - family M38 non-peptidase homologues (Spirosoma linguale) [M38.UNW]#M38#{peptidase unit: 56-321}~source GEBA2500532761~	False	0.441	210.0	1.089e-58	Amidohydrolase family [PF01979.24]	CE9	CE9 N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25); N-acetylgalactosamine 6-phosphate deacetylase (EC 3.5.1.80)	3.5.1.25,3.5.1.80	CE9.hmm	0
MFD01231.bin.1.34.R1.cmag_contig_3_789	MFD01231.bin.1.34.R1.cmag	contig_3	789	946059	947402	1	C	fsh:Q2T83_05975	K11472	fsh:Q2T83_05975 (ko:K11472)  FAD-binding oxidoreductase	False	0.375	263.0	6.697e-73								FAD linked oxidases, C-terminal domain [PF02913.23]					0
MFD01231.bin.1.34.R1.cmag_contig_3_790	MFD01231.bin.1.34.R1.cmag	contig_3	790	947399	948685	1	A	saci:Sinac_1445	K11473	saci:Sinac_1445 (ko:K11473)  Fe-S oxidoreductase	True	0.503	389.0	1.3970000000000002e-116								4Fe-4S dicluster domain [PF13183.10]; Cysteine-rich domain [PF02754.20]; 4Fe-4S dicluster domain [PF13534.10]; 4Fe-4S dicluster domain [PF12838.11]; 4Fe-4S dicluster domain [PF13237.10]					1
MFD01231.bin.1.34.R1.cmag_contig_3_791	MFD01231.bin.1.34.R1.cmag	contig_3	791	948776	949873	1	C	pbs:Plabr_2249	K07098	pbs:Plabr_2249 (ko:K07098)  metallophosphoesterase	False	0.392	156.0	1.649e-37								Calcineurin-like phosphoesterase [PF00149.32]					0
