bin	phylum	class	order	family	genus	species	novelty
MFD06435.bin.2.165	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11025_2	Species
MFD02134.bin.1.189	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11026_0	Species
MFD06092.bin.2.181	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11027_0	Species
MFD05513.bin.2.179	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11028_1	Species
MFD03975.bin.3.550	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11029_0	Species
MFD09964.bin.2.204	Chloroflexota	Chloroflexia	Thermomicrobiales	CFX8	JAUIIK01	s_novel_1103_0	Species
MFD06526.bin.2.24	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11030_0	Species
MFD05705.bin.2.113	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11031_0	Species
MFD05513.bin.1.78	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11032_0	Species
MFD05513.bin.1.81	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11033_0	Species
MFD05513.bin.2.175	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11034_0	Species
MFD05841.bin.1.33	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11035_0	Species
MFD05379.bin.3.55	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11036_0	Species
MFD04967.bin.1.31	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11037_0	Species
MFD01213.bin.2.81	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	s_novel_11038_0	Species
MFD10113.bin.1.111	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11039_1	Species
MFD02809.bin.2.16	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_729	s_novel_1104_1	Genus
MFD04408.bin.2.23	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_729	s_novel_1104_2	Genus
MFD00709.bin.2.5	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_729	s_novel_1104_3	Genus
MFD03346.bin.1.73	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11040_0	Species
MFD03346.bin.2.39	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11041_1	Species
MFD09267.bin.2.11	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11042_0	Species
MFD03975.bin.2.110	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11043_0	Species
MFD06526.bin.1.107	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11044_0	Species
MFD06526.bin.2.58	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11045_0	Species
MFD03975.bin.2.71	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11046_0	Species
MFD06229.bin.1.283	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11047_1	Species
MFD08988.bin.2.11	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11048_1	Species
MFD09018.bin.1.23	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11049_1	Species
MFD01561.bin.1.3	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11049_2	Species
MFD00031.bin.2.114	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11049_3	Species
MFD06229.bin.2.55	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11049_4	Species
MFD05942.bin.3.249	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_729	s_novel_1105_1	Genus
MFD05521.bin.1.19	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11050_1	Species
MFD03975.bin.1.276	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11051_1	Species
MFD05521.bin.1.214	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11052_1	Species
MFD06714.bin.1.101	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11052_2	Species
MFD02199.bin.3.43	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11053_1	Species
MFD02159.bin.3.30	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11053_2	Species
MFD02242.bin.1.245	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11054_1	Species
MFD06526.bin.2.89	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11055_1	Species
MFD06435.bin.2.44	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11056_1	Species
MFD06714.bin.1.224	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11056_2	Species
MFD00822.bin.2.12	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11056_3	Species
MFD05513.bin.1.202	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11057_1	Species
MFD05513.bin.3.117	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11057_2	Species
MFD05942.bin.1.141	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11057_3	Species
MFD06298.bin.1.142	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11057_4	Species
MFD00991.bin.2.9	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11057_5	Species
MFD05513.bin.1.3	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11058_0	Species
MFD05942.bin.2.67	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11059_0	Species
MFD04408.bin.2.84	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_729	s_novel_1106_0	Genus
MFD08669.bin.1.44	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11060_1	Species
MFD06526.bin.1.51	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11061_1	Species
MFD10113.bin.3.538	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11062_1	Species
MFD03975.bin.1.169	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11063_1	Species
MFD06526.bin.1.2	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11063_2	Species
MFD05513.bin.2.61	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Pseudolabrys sp025451355	Known
MFD05674.bin.3.420	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11065_1	Species
MFD09018.bin.4.46	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11065_2	Species
MFD04850.bin.2.350	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	CANKHA01	s_novel_11066_1	Species
MFD02840.bin.1.419	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	CANKHA01	s_novel_11067_1	Species
MFD09206.bin.2.96	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	CANKHA01	s_novel_11067_2	Species
MFD05747.bin.2.175	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	CANKHA01	s_novel_11067_3	Species
MFD06742.bin.2.182	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	CANKHA01	s_novel_11068_0	Species
MFD04212.bin.2.232	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	s_novel_11069_0	Species
MFD04408.bin.2.119	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_729	s_novel_1107_0	Genus
MFD09206.bin.2.39	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	s_novel_11070_0	Species
MFD00905.bin.2.198	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	s_novel_11071_1	Species
MFD05442.bin.2.30	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	s_novel_11071_2	Species
MFD00392.bin.1.301	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	s_novel_11072_1	Species
MFD04716.bin.4.337	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	s_novel_11073_1	Species
MFD09730.bin.2.67	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	s_novel_11073_2	Species
MFD06526.bin.3.41	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JAFAXD01	s_novel_11074_1	Species
MFD04428.bin.1.20	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JAFAXD01	s_novel_11075_1	Species
MFD06435.bin.4.572	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JAFAXD01	s_novel_11076_0	Species
MFD06298.bin.1.62	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JAFAXD01	s_novel_11077_1	Species
MFD02199.bin.1.8	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JAFAXD01	s_novel_11078_1	Species
MFD02134.bin.2.203	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JAFAXD01	s_novel_11078_2	Species
MFD00392.bin.2.355	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	CANJBX01	s_novel_11079_0	Species
MFD00709.bin.2.20	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_728	s_novel_1108_1	Genus
MFD04408.bin.2.126	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_728	s_novel_1108_2	Genus
MFD04850.bin.2.48	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11080_1	Species
MFD02360.bin.1.259	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11081_1	Species
MFD00962.bin.2.69	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11081_2	Species
MFD09267.bin.1.264	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11082_1	Species
MFD05454.bin.3.259	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11082_2	Species
MFD05567.bin.4.378	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11082_3	Species
MFD06742.bin.2.126	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11083_0	Species
MFD02360.bin.2.202	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11084_1	Species
MFD02840.bin.1.307	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11084_2	Species
MFD05513.bin.2.194	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11085_1	Species
MFD03975.bin.2.172	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11086_1	Species
MFD04967.bin.2.56	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11086_2	Species
MFD03975.bin.2.93	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11087_1	Species
MFD07751.bin.2.43	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11087_2	Species
MFD01916.bin.3.1	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11088_0	Species
MFD00392.bin.2.71	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11089_0	Species
MFD04408.bin.2.86	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_728	s_novel_1109_0	Genus
MFD00031.bin.2.178	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11090_0	Species
MFD09212.bin.1.139	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11091_0	Species
MFD02242.bin.2.266	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11092_0	Species
MFD03066.bin.2.89	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	s_novel_11093_0	Species
MFD05454.bin.2.120	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	g_novel_bac_939	s_novel_11094_0	Genus
MFD06092.bin.2.193	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11095_1	Species
MFD00964.bin.2.133	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11096_1	Species
MFD10064.bin.2.89	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11096_2	Species
MFD05513.bin.1.141	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11096_3	Species
MFD05521.bin.1.30	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11097_0	Species
MFD02134.bin.2.192	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11098_1	Species
MFD06298.bin.2.225	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11098_2	Species
MFD03975.bin.2.8	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11098_3	Species
MFD04944.bin.1.54	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11099_0	Species
MFD01716.bin.1.47	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	s_novel_111_1	Species
MFD01828.bin.2.33	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	s_novel_111_2	Species
MFD01223.bin.2.83	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	s_novel_111_3	Species
MFD04408.bin.3.32	Desulfobacterota	BSN033	BSN033	UBA1163	JACAEX01	s_novel_1110_0	Species
MFD04850.bin.3.676	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11100_0	Species
MFD06742.bin.2.196	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11101_0	Species
MFD04850.bin.2.165	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11102_1	Species
MFD06742.bin.2.204	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11102_2	Species
MFD09267.bin.2.200	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11103_1	Species
MFD05567.bin.2.196	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11104_1	Species
MFD05674.bin.2.126	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11104_2	Species
MFD03066.bin.3.35	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11104_3	Species
MFD04850.bin.2.74	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11105_0	Species
MFD04651.bin.2.146	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11106_0	Species
MFD00031.bin.1.1	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11107_1	Species
MFD05537.bin.2.18	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11108_1	Species
MFD03066.bin.2.101	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11109_1	Species
MFD00709.bin.2.211	Desulfobacterota	BSN033	BSN033	UBA1163	RBG-16-49-23	s_novel_1111_0	Species
MFD05747.bin.2.174	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11110_0	Species
MFD09730.bin.2.172	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11111_0	Species
MFD02242.bin.3.1	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11112_1	Species
MFD00822.bin.1.150	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11113_1	Species
MFD05442.bin.3.195	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11113_2	Species
MFD02134.bin.1.66	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11114_0	Species
MFD10113.bin.2.159	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11115_1	Species
MFD09267.bin.2.152	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11116_0	Species
MFD00822.bin.1.72	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11117_1	Species
MFD00392.bin.2.84	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11118_1	Species
MFD06229.bin.1.60	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11119_1	Species
MFD04408.bin.2.108	Desulfobacterota	BSN033	BSN033	UBA1163	JACAEX01	s_novel_1112_0	Species
MFD00822.bin.2.42	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11120_1	Species
MFD04944.bin.2.18	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11120_2	Species
MFD00962.bin.1.253	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11121_1	Species
MFD09267.bin.1.185	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11122_0	Species
MFD02159.bin.1.34	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11123_1	Species
MFD10007.bin.2.2	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11124_1	Species
MFD03899.bin.2.58	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11125_0	Species
MFD00962.bin.1.324	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11126_0	Species
MFD06229.bin.2.157	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11127_0	Species
MFD02134.bin.2.249	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	WHTP01	s_novel_11128_0	Species
MFD02242.bin.2.31	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11129_0	Species
MFD04408.bin.2.111	Desulfobacterota	BSN033	BSN033	UBA1163	JACAEX01	s_novel_1113_0	Species
MFD00962.bin.2.87	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11130_1	Species
MFD09848.bin.2.88	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11131_1	Species
MFD06742.bin.2.209	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11131_2	Species
MFD06742.bin.2.77	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11132_1	Species
MFD06742.bin.2.24	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11133_1	Species
MFD06229.bin.2.38	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11134_0	Species
MFD03975.bin.2.58	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11135_0	Species
MFD02134.bin.2.72	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11136_0	Species
MFD04850.bin.2.160	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11137_1	Species
MFD05454.bin.2.98	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11137_2	Species
MFD08497.bin.4.268	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11138_1	Species
MFD02840.bin.2.286	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11138_2	Species
MFD02840.bin.2.31	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	VAZQ01	s_novel_11138_3	Species
MFD03066.bin.2.54	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11139_1	Species
MFD05454.bin.3.18	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11139_2	Species
MFD06742.bin.3.764	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11139_3	Species
MFD04408.bin.2.114	Desulfobacterota	BSN033	BSN033	UBA1163	JACAEX01	s_novel_1114_0	Species
MFD01213.bin.2.110	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11140_0	Species
MFD09368.bin.2.67	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11141_0	Species
MFD02923.bin.2.34	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11142_1	Species
MFD01721.bin.2.134	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11143_0	Species
MFD02416.bin.1.149	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11144_0	Species
MFD02416.bin.1.311	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11145_1	Species
MFD02416.bin.1.130	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11146_0	Species
MFD02416.bin.1.18	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11147_0	Species
MFD01721.bin.4.300	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11148_1	Species
MFD05442.bin.2.123	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11148_2	Species
MFD02923.bin.2.12	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11149_0	Species
MFD04408.bin.2.12	Desulfobacterota	BSN033	BSN033	UBA1163	g_novel_bac_726	s_novel_1115_0	Genus
MFD01721.bin.1.380	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11150_0	Species
MFD05442.bin.2.267	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11151_0	Species
MFD05684.bin.1.38	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11152_0	Species
MFD09964.bin.3.267	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	JACQTM01	s_novel_11153_0	Species
MFD02416.bin.2.259	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	s_novel_11154_0	Species
