bin	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	cov	bakta_CDS_all	bakta_CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	barrnap_16S	barrnap_23S	barrnap_5S	uniq_trna_arc	Q_score	MAG_status	gtdb_classification	gtdb_msa	gtdb_ani	gtdb_af	gtdb_red	primary_cluster	secondary_cluster
LIB-MJ389-G5_03.12	98.16	1.87	0	99.95	0.82	0.922	24489	303.273968202987	6130806	0.67	6227	416	181724	27.994509	5969	523	50	21	0	0	2	0	0	2	0	88.81	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	97.38	94.53	0.864	0.99816	1553	1553_1
LIB-MJ334-D8_01.39	85.76	0.05	100	90.76	0.02	0.899	24436	272.862903225806	1350972	0.55	1488	88	74285	10.010126	1427	835	40	21	0	0	1	0	0	0	0	85.51	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA1280;f__UBA6156;g__JACKLD01;s__	85.12	77.02	0.292	0.87121	4431	4431_1
LIB-MJ190-H7_02.13	97.92	3.52	70	98.34	5.17	0.864	24366	317.779635901778	5204414	0.59	4724	367	101387	15.219035	4590	1398	48	22	0	0	1	0	0	1	0	80.32	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Bog-209;s__Bog-209 sp003139095	86.4	99.78	0.964	N/A	3848	3848_1
LIB-MJ090-H10_04.12	98.55	1.45	16.67	95.67	1.16	0.846	24308	276.238352272727	3440019	0.66	3520	232	86308	11.50724	3438	861	42	21	1	0	0	1	0	0	0	91.3	MQ	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Cyanobium;s__	89.97	N/A	N/A	0.96762	4508	4508_0
LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.369	91.33	3.42	50	90.6	2.06	0.879	24264	314.617612977984	5553290	0.58	5178	446	166040	18.9492	4962	1352	53	21	0	0	2	0	0	2	0	74.23	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	84.29	N/A	N/A	0.96719	4083	4083_2
LIB-MJ390-B2_03.1	97.96	2.07	57.14	96.97	0.05	0.918	24200	312.906443071492	4625030	0.64	4532	332	126701	31.291367	4368	412	42	19	1	0	2	1	0	2	0	87.61	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp001942265	95.39	98.57	0.945	N/A	1914	1914_1
LIB-MJ305-E11_04.11	96.48	4.54	19.05	98.03	2.72	0.901	24131	318.352144469526	2343549	0.58	2215	182	71779	9.693509	2082	672	47	19	0	0	1	0	0	0	0	73.78	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Scrofimicrobium;s__	87.15	N/A	N/A	0.94795	1966	1966_0
LIB-MJ195-D11_01_v_LIB-MJ415-B8_04.49	98.5	2.21	20	92.36	3.83	0.858	24119	306.538774324717	7361041	0.57	6886	528	131756	10.833634	6524	1996	53	22	0	0	0	0	0	0	0	87.45	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Silvibacterium;s__	84.35	80.75	0.544	0.95722	3769	3769_1
LIB-MJ413-C1_01.14	97.05	9.82	0	95.12	6.34	0.91	24092	310.688559828039	4283619	0.61	4187	324	68677	10.031205	4037	462	44	19	0	0	0	0	0	0	0	47.95	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax;s__Rhodoferax sp020594515	80.44	95.49	0.854	N/A	3411	3411_0
LIB-MJ198-F1_03.16	93.64	9.27	27.78	96.73	8.33	0.896	24068	334.968011811024	6824872	0.51	6096	589	168582	13.74803	5807	2201	48	22	1	0	1	1	0	1	0	47.29	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__	87.33	76.34	0.087	0.94667	3194	3194_0
LIB-MJ193-H11_01_v_LIB-MJ402-G8_04.19	92.53	2.79	36.84	94.43	0.44	0.895	23886	319.0529986053	3063134	0.63	2868	252	84180	15.647666	2713	651	37	20	0	0	0	0	0	0	0	78.58	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	92.71	N/A	N/A	0.86766	3277	3277_0
LIB-MJ305-H2_04.56	94.54	0.85	0	92.62	1.94	0.925	23841	328.789846228948	4360309	0.41	4097	303	74835	10.398251	3813	788	31	18	0	0	2	0	0	2	0	90.29	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__	85.56	82.21	0.67	0.98628	491	491_1
LIB-MJ354-B9_04_v_LIB-MJ403-B5_03.6	97.27	2.73	0	96.67	4.97	0.89	23808	320.652623933176	5946213	0.43	5507	493	121943	19.029234	5249	2523	43	20	0	0	0	0	0	0	0	83.62	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__;s__	89.81	N/A	N/A	0.89186	761	761_0
LIB-MJ390-D1_03.38	90.91	5.91	14.29	95.15	2.35	0.882	23713	310.423869680851	3173286	0.46	3008	324	137105	15.185269	2803	653	48	22	0	0	1	0	0	1	0	61.36	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__	90.45	87.66	0.723	0.98652	298	298_0
LIB-MJ354-A1_04_v_LIB-MJ367-A1_04.85	92.31	4.44	33.33	93.22	0.27	0.895	23640	324.504646578429	3856124	0.58	3551	280	76848	30.376055	3388	1252	51	22	1	0	0	1	0	0	0	70.11	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__;s__	88.5	N/A	N/A	0.81921	4177	4177_1
LIB-MJ413-G3_01.9	98.38	1.34	57.14	95.91	1.61	0.915	23471	291.89758226998	2844285	0.56	2978	211	79397	41.292194	2836	213	40	21	0	0	0	0	0	0	0	91.68	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lentibacter;s__Lentibacter algarum	96.84	95.45	0.934	N/A	2536	2536_1
LIB-MJ334-H2_01.13	96.82	0.87	66.67	99.99	0.17	0.869	23460	278.262993762994	1844067	0.4	1924	129	85251	29.674992	1882	124	30	16	0	0	2	0	0	2	0	92.47	MQ	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis_AA	95.29	97.77	0.877	N/A	4721	4721_1
LIB-MJ051-E3_02.20	98.37	4.58	37.5	95.77	0.88	0.888	23319	282.542118432027	2283821	0.48	2398	154	84280	13.893976	2326	2037	47	17	0	0	1	0	0	1	20	75.47	MQ	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	88.8	N/A	N/A	0.96125	512	512_1
LIB-MJ388-A12_02.3	97.51	3.06	53.33	99.65	0.9	0.91	23277	311.022905982906	2992467	0.64	2925	185	112939	30.746143	2838	443	42	19	0	0	0	0	0	0	0	82.21	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__	95.67	N/A	N/A	0.97994	2485	2485_1
LIB-MJ259-E10_04.1	98.2	3.42	20	98.01	2.42	0.926	23248	312.372023063424	4028778	0.68	3989	343	78949	18.98213	3828	1000	51	22	0	0	1	0	0	1	0	81.1	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Sva-07;s__	86	82.06	0.626	0.95117	1208	1208_1
LIB-MJ389-G10_03.28	96.74	9.77	7.32	99.02	6.78	0.888	23242	292.616723420356	5213873	0.63	5286	435	99744	11.496443	5117	515	52	21	0	0	1	0	0	1	0	47.89	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudaminobacter;s__Pseudaminobacter salicylatoxidans	85.32	98.64	0.818	N/A	2714	2714_0
LIB-MJ339-C9_03.55	92.78	3.78	40	91.78	1.58	0.897	23223	297.737410071942	5250205	0.6	5282	393	95617	13.007144	5075	2175	46	21	0	0	1	0	0	1	0	73.88	MQ	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	84.07	84.64	0.755	0.9786	2132	2132_1
LIB-MJ191-C6_04.4	96.39	0.87	57.14	99.92	0.2	0.88	23222	284.606909788868	2523015	0.62	2605	180	52187	15.239305	2486	342	41	20	0	0	1	0	0	1	0	92.04	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	94.38	85.68	0.871	0.98468	2670	2670_1
LIB-MJ344-B9_04.5	95.01	9.1	57.41	95.56	9.62	0.853	23149	283.186312399356	6178301	0.62	6210	455	95428	59.172596	5995	807	44	18	0	0	1	0	0	1	0	49.51	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	74.28	N/A	N/A	0.98422	2964	2964_1
LIB-MJ383-B8_01.14	97.22	0	0	91.32	0.95	0.918	23127	304.950772753291	3467894	0.62	3494	285	83239	12.331494	3251	1774	43	20	1	0	1	1	0	1	0	97.22	MQ	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Cybelea;s__	88.56	N/A	N/A	0.93627	2181	2181_1
LIB-MJ413-C1_01.67	70.69	0	0	77.49	0.87	0.924	23103	311.931704050887	3021232	0.61	2987	200	100147	101.182655	2941	391	25	12	0	0	0	0	0	0	0	70.69	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax;s__	59.46	86.64	0.524	0.99532	3364	3364_0
LIB-MJ305-B12_04.45	96.37	1.71	80	99.86	1.81	0.843	23016	286.721456692913	2072571	0.43	2032	176	80524	20.320726	1940	338	46	21	0	0	0	0	0	0	0	87.82	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__	93.9	N/A	N/A	0.97285	4624	4624_0
LIB-MJ413-C1_01.21	79.06	1.59	33.33	79.43	1.48	0.919	23009	310.879941434846	2076319	0.33	2049	160	94669	27.321316	1932	140	32	18	0	0	3	0	0	3	0	71.11	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002422095	81.01	97.36	0.7	N/A	4596	4596_0
LIB-MJ340-C4_01_v_LIB-MJ367-C4_03.31	97.65	1.88	0	100	0.62	0.869	22999	306.267292644757	3374809	0.61	3195	252	81815	10.684709	3083	904	36	20	0	0	0	0	0	0	0	88.25	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__	89.77	N/A	N/A	0.9578	3653	3653_1
LIB-MJ390-D5_03.25	92.39	3.09	60	92.07	2.2	0.93	22983	280.965063861758	2404175	0.69	2662	186	107013	25.19	2477	417	53	22	0	0	0	1	0	0	0	76.94	MQ	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__AC-32;s__	87.31	81.08	0.627	0.95538	1476	1476_1
LIB-MJ138-E11_03.21	97.27	4.55	0	99	4.71	0.911	22968	336.766702393712	6198598	0.6	5598	428	126576	46.598534	5413	2503	43	20	0	0	1	0	0	1	0	74.52	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA4142;f__SHND01;g__;s__	91.28	N/A	N/A	0.77605	1190	1190_0
LIB-MJ255-D11_02.11	94.02	2.56	33.33	96.11	1.99	0.874	22950	315.766594124048	3978161	0.6	3676	273	73783	11.407728	3485	1090	45	22	0	0	1	0	0	1	0	81.22	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__	90.39	82.26	0.614	0.96881	4150	4150_1
LIB-MJ390-D5_03.40	96.43	2.46	0	99.33	0.09	0.91	22905	347.496181046676	4044262	0.53	3535	279	101731	11.329151	3426	1179	42	21	0	0	0	0	0	0	0	84.13	MQ	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	94.92	N/A	N/A	0.80041	567	567_1
LIB-MJ388-C6_02.34	77.07	5.17	100	93.47	7.2	0.894	22859	325.765303530607	4297249	0.53	3937	382	88891	15.090761	3646	675	31	14	0	0	1	0	0	1	0	51.22	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Gilvimarinus;s__	67.45	79.58	0.461	0.9769	4778	4778_0
LIB-MJ413-D7_01.48	96.43	3.02	9.09	96.63	0.25	0.916	22713	344.924700914849	3206890	0.4	2842	257	107169	9.795652	2641	484	43	20	0	0	2	0	0	2	0	81.33	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__UBA8202;s__	94.9	76.35	0.179	0.93569	244	244_0
LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.102	91.12	2.59	0	92.71	3.02	0.873	22704	318.421706263499	4044531	0.59	3704	285	74745	13.19452	3539	877	39	19	0	0	0	0	0	0	0	78.17	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terracidiphilus;s__	82.6	84.45	0.69	0.97912	3716	3716_0
LIB-MJ353-F8_03_v_LIB-MJ407-H3_04.23	98.28	1.72	40	98.86	0.15	0.864	22661	292.701224846894	2319156	0.37	2286	164	101601	9.080828	2208	490	34	18	0	0	2	0	0	2	0	89.68	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__	83.22	79.93	0.585	0.97387	3135	3135_0
LIB-MJ334-D5_01.21	96.42	5.88	95	98.07	7.09	0.907	22609	307.063395415473	2834285	0.65	2792	255	76080	52.47914	2663	289	46	19	0	0	0	0	0	0	0	67.02	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Brachymonas;s__Brachymonas denitrificans_A	88.48	99.2	0.908	N/A	3435	3435_2
LIB-MJ089-B7_02.55	97.55	3.89	50	94.48	0.74	0.882	22537	308.245054124673	5607103	0.56	5358	411	85156	11.231494	5162	1721	49	21	0	0	1	0	0	1	0	78.1	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	88.36	N/A	N/A	0.98015	3934	3934_1
LIB-MJ386-G6_04.14	97.06	0.84	60	95.53	0.77	0.889	22510	327.514328063241	4468939	0.41	4048	329	79341	11.31751	3850	183	54	20	0	0	1	0	0	1	0	92.86	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas rhizosphaerae	75.37	97.61	0.91	N/A	4335	4335_0
LIB-MJ386-F2_04.4	96.13	1.93	0	99.86	4.3	0.83	22426	290.335288522511	6601525	0.52	6308	567	109204	17.958996	5994	2405	57	22	0	0	0	0	0	0	0	86.48	MQ	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__JACRDF01;s__	87.25	77.05	0.087	0.84314	142	142_1
LIB-MJ388-F1_02.12	98.02	0.81	50	99.2	1.15	0.92	22363	309.215141955836	3189601	0.67	3170	306	82792	12.545492	3030	619	43	21	0	0	0	0	0	0	0	93.97	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinimicrobium_A;s__	93.7	N/A	N/A	0.91749	1837	1837_0
LIB-MJ175-B12_02.10	98.06	5.61	14.29	96.69	5.93	0.846	22362	248.142431972789	2063052	0.47	2352	161	59261	11.06468	2080	1829	37	17	0	0	1	0	1	1	22	70.01	MQ	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__DRUK01;s__	91.23	77.19	0.133	0.88275	178	178_1
LIB-MJ172-A10_04.53	63.17	5.35	0	95.58	2.66	0.868	22279	266.680259499537	992396	0.52	1079	84	77981	15.696279	1015	483	43	17	0	0	0	0	0	0	0	36.42	MQ	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__2-01-FULL-56-20;g__CAJAQL01;s__	65.24	77.43	0.295	0.95624	2153	2153_0
LIB-MJ336-D3_02.27	99.31	3.47	0	100	0.12	0.866	22275	308.669362992922	5276185	0.58	4945	378	83320	9.734559	4772	1438	51	21	0	0	1	0	0	1	0	81.96	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Bog-209;s__	91	N/A	N/A	0.96484	3857	3857_0
LIB-MJ305-B7_04.6	94.64	2.06	8.33	98.61	2.53	0.901	22238	312.393079977311	3661534	0.61	3526	307	58457	18.7948	3384	492	46	21	0	1	2	0	1	0	0	84.34	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__Competibacter_A sp016713505	96.25	99.72	0.958	N/A	3609	3609_1
LIB-MJ383-D1_01.9	92.46	1.11	0	94.36	4.25	0.866	22236	328.287531806616	7580189	0.6	6681	549	97810	17.493584	6441	2060	48	21	0	0	1	0	0	2	0	86.91	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terracidiphilus;s__	86.38	N/A	N/A	0.94062	3672	3672_1
LIB-MJ253-B4_01_v_LIB-MJ404-E6_03.21	93.89	5.32	44.44	91.02	6.06	0.889	22214	301.865643397813	4832530	0.68	4756	378	95881	31.599089	4550	1781	57	21	0	0	1	0	0	1	0	67.29	MQ	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__	85.44	80.58	0.496	0.92101	1150	1150_1
LIB-MJ413-D8_01.34	99.21	0.47	100	98.93	1.18	0.892	22213	288.750484966052	3995535	0.61	4124	305	66670	21.80648	3909	711	36	18	0	1	1	0	1	0	0	96.86	MQ	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus phosphoritropha	97.16	98.16	0.945	N/A	3342	3342_1
LIB-MJ390-B2_03.17	98.79	1.68	30	99.96	1.96	0.915	22128	297.820170868931	4674299	0.58	4799	355	70731	19.031055	4578	659	37	19	0	0	0	0	0	0	0	90.39	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	91.44	77.81	0.319	0.98641	2557	2557_0
LIB-MJ301-F5_01.35	97.74	1.1	0	100	0.22	0.897	22098	328.794863764485	3504137	0.53	3193	234	100008	16.326067	3043	1521	45	22	0	0	0	0	0	0	0	92.24	MQ	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__CAIYYT01;f__CAIYYT01;g__JADJGC01;s__	91.34	78.92	0.378	0.95317	2290	2290_1
LIB-MJ250-D5_04_v_LIB-MJ365-D5_03.15	96	3.47	20	92.76	1.76	0.913	22070	305.010281385281	1846535	0.68	1848	120	90780	10.718771	1787	1579	36	16	0	0	1	0	0	1	21	78.65	MQ	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__	91.06	N/A	N/A	0.92686	867	867_0
LIB-MJ284-H8_03.35	97.19	1.27	12.5	99.91	0.56	0.908	22057	313.088759124088	3540440	0.37	3425	299	101763	10.004286	3153	436	34	20	0	0	2	0	0	2	0	90.84	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	95.87	N/A	N/A	0.94245	4839	4839_1
LIB-MJ307-H11_01.14	91.28	5.13	0	94.29	1.94	0.906	22057	346.990886998785	3774020	0.58	3292	278	82305	14.429329	3213	742	48	21	1	0	0	1	0	0	0	65.63	MQ	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA8522;g__UBA8522;s__	89.37	82.27	0.695	0.92661	2234	2234_0
LIB-MJ390-A7_03.70	92.83	2.25	14.29	99.26	0.16	0.912	21998	298.763533834586	2610284	0.54	2660	174	81020	9.673975	2540	1144	39	20	1	0	1	1	0	1	0	81.58	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__JAGNKE01;s__JAGNKE01 sp018000295	95.05	99.93	0.969	N/A	4412	4412_0
LIB-MJ335-E2_02.13	96.73	3.81	0	99.76	5.48	0.867	21983	261.061197916667	4148710	0.4	4608	315	96931	31.736605	4349	3679	44	18	0	0	2	0	0	2	21	77.68	MQ	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	96.41	92.94	0.614	0.99148	4920	4920_0
LIB-MJ386-B10_04.39	92.92	6.17	45.83	88.79	3.63	0.855	21892	290.752737994945	2418526	0.35	2374	186	87792	23.218246	2269	178	18	12	0	0	3	0	0	3	0	62.07	MQ	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__	69.95	92.2	0.808	0.99001	4682	4682_1
LIB-MJ305-F8_04.23	98.21	1.61	33.33	95.69	0.51	0.91	21877	325.432675565873	3691839	0.57	3446	328	114380	11.553079	3371	1523	40	19	0	0	1	0	0	1	0	90.16	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp016719225	91.28	99.52	0.967	N/A	1515	1515_0
LIB-MJ413-G3_01.11	88.03	4.86	80	88.88	2.37	0.941	21872	294.638157894737	1992829	0.54	2128	204	134681	40.707127	1946	492	44	21	0	0	1	0	0	1	0	63.73	MQ	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA6154;s__	81.19	91.82	0.835	0.98991	558	558_1
LIB-MJ388-H10_02.17	90.91	4.73	0	96.62	5.75	0.857	21837	304.393321299639	5893890	0.52	5540	506	150680	39.682327	5175	2135	53	22	1	1	1	1	1	1	0	67.26	MQ	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	89.12	N/A	N/A	0.8863	355	355_1
LIB-MJ305-G9_04.7	97.85	3.49	70	98.59	1.89	0.93	21836	339.561797752809	4090232	0.6	3738	354	65542	10.515547	3673	1737	38	21	0	0	0	0	0	0	0	80.4	MQ	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	96.21	N/A	N/A	0.97205	1519	1519_0
LIB-MJ050-H5_02.2	97.19	1.24	50	99.96	0.83	0.817	21752	258.392187688959	7825927	0.61	8269	689	99318	13.345794	7914	1773	57	21	0	0	0	0	0	0	0	90.99	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	93.88	N/A	N/A	0.98056	2980	2980_2
LIB-MJ389-D6_03.9	92.21	2.05	8.33	95.14	0.61	0.874	21751	294.33436452694	3913868	0.63	3879	301	64187	11.565758	3717	410	39	19	1	0	0	1	0	0	0	81.96	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__62-47;s__	76.98	92.5	0.865	0.99557	2929	2929_1
LIB-MJ194-C2_04.21	98.29	0.93	50	100	2.31	0.876	21734	302.944308098924	5482271	0.56	5297	432	77195	11.484395	4992	1371	55	22	0	0	0	0	0	0	0	93.64	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__	91.92	79.7	0.478	0.98086	3950	3950_0
LIB-MJ389-D7_03.27	95.24	2.58	28.57	98.1	0.94	0.809	21674	305.092718700891	6471529	0.51	5727	489	96410	35.30857	5360	1794	43	21	0	0	0	0	0	0	0	82.34	MQ	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__;s__	89.16	75.31	0.041	0.82115	480	480_0
LIB-MJ305-H7_04.23	58.26	0.85	0	91.12	2.83	0.9	21672	274.234196891192	880249	0.5	965	77	82070	10.811575	896	422	45	21	1	0	1	1	0	1	0	54.01	MQ	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA5946;g__;s__	67.15	N/A	N/A	0.81552	53	53_0
LIB-MJ283-B2_04.26	92.04	3.58	0	99.37	3.54	0.934	21663	321.534894504985	4444737	0.63	4313	379	85209	12.750795	4100	853	50	20	0	0	2	0	0	2	0	74.14	MQ	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__	85.62	N/A	N/A	0.9346	674	674_0
LIB-MJ284-C5_03.14	92.01	5.53	38.46	97.95	4.35	0.922	21626	307.652638762511	4387405	0.63	4396	453	114118	32.447624	4142	825	47	20	0	0	1	0	0	1	0	64.36	MQ	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__	86.99	87.8	0.732	0.98393	664	664_2
LIB-MJ306-B1_01.7	93.14	3.71	9.52	95.58	0.78	0.843	21536	278.722678458623	4698720	0.63	4749	440	91640	20.328358	4489	1181	54	21	1	0	1	1	0	1	0	74.59	MQ	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodoplanes;s__	90.23	85.75	0.793	0.97712	3053	3053_2
LIB-MJ284-H6_03.27	97.44	6.8	33.33	96.12	5.1	0.917	21505	282.960355987055	2283761	0.37	2472	240	104552	13.884183	2277	309	38	19	0	0	1	0	0	0	0	63.44	MQ	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	81.71	N/A	N/A	0.97344	116	116_1
LIB-MJ383-D1_01.4	95.04	0.27	33.33	98.81	3.78	0.867	21477	337.80603204524	6189857	0.62	5305	476	172736	25.353859	5064	1482	46	20	0	0	1	0	0	1	0	93.69	MQ	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terracidiphilus;s__	89.06	79.15	0.417	0.94058	3693	3693_1
